country_name,year,num_outbreaks,diseases_list,total_confirmed_cases,total_outbreak_deaths,avg_cfr,iso3,total_vaccinations,people_fully_vaccinated,total_boosters,vaccinations_per_hundred,fully_vaccinated_per_hundred,max_daily_vaccinations,who_alerts,who_diseases,who_total_cases,who_total_deaths,who_avg_cfr,who_high_risk_alerts
Saudi Arabia,2020.0,1.0,COVID-19,363000.0,6300.0,1.7,,,,,,,,,,,,,
Saudi Arabia,2021.0,,,,,,SAU,50894142.0,23180879.0,2696173.0,139.79,63.67,402957.0,,,,,,
Saudi Arabia,2022.0,,,,,,SAU,60953969.0,24199236.0,10793985.0,167.42,66.47,260084.0,1.0,Middle East Respiratory Syndrome Coronavirus,0.0,0.0,,0.0
Saudi Arabia,2023.0,,,,,,SAU,68534631.0,25433941.0,,188.24,69.86,18006.0,,,,,,
Scotland,2021.0,,,,,,OWID_SCT,11392828.0,4017043.0,2992576.0,208.43,73.49,71226.0,,,,,,
Scotland,2022.0,,,,,,OWID_SCT,13014285.0,4285946.0,3594835.0,238.1,78.41,23820.0,,,,,,
Senegal,2014.0,1.0,Ebola Virus Disease,1.0,0.0,0.0,,,,,,,,0.0,Ebola virus disease update,0.0,0.0,,0.0
Senegal,2021.0,,,,,,SEN,1903098.0,918359.0,,10.99,5.3,41586.0,,,,,,
Senegal,2022.0,,,,,,SEN,2709648.0,1356436.0,616751.0,15.65,7.83,7495.0,,,,,,
Senegal,2023.0,,,,,,SEN,3179647.0,1546628.0,815965.0,18.36,8.93,3602.0,,,,,,
Serbia,2021.0,,,,,,SRB,8239799.0,3207534.0,1723108.0,119.91,46.68,64449.0,,,,,,
Serbia,2022.0,,,,,,SRB,8534688.0,3278198.0,1902412.0,124.2,47.71,11564.0,,,,,,
Seychelles,2021.0,,,,,,SYC,183472.0,78263.0,,171.25,73.05,2401.0,,,,,,
Seychelles,2022.0,,,,,,SYC,219489.0,81661.0,44705.0,204.87,76.22,347.0,,,,,,
Seychelles,2023.0,,,,,,SYC,224558.0,83565.0,44936.0,209.6,78.0,82.0,,,,,,
Sierra Leone,2012.0,1.0,Cholera,21500.0,290.0,1.3,,,,,,,,,,,,,
Sierra Leone,2014.0,1.0,Ebola Virus Disease,14124.0,3956.0,28.0,,,,,,,,,,,,,
Sierra Leone,2021.0,,,,,,SLE,868726.0,361089.0,,10.09,4.2,20002.0,,,,,,
Sierra Leone,2022.0,,,,,,SLE,6158679.0,3445251.0,346412.0,71.56,40.03,60860.0,,,,,,
Sierra Leone,2023.0,,,,,,SLE,9155936.0,4961886.0,1201709.0,106.39,57.66,31530.0,,,,,,
Singapore,2003.0,1.0,SARS,238.0,33.0,13.9,,,,,,,,,,,,,
Singapore,2013.0,1.0,Dengue,22170.0,8.0,0.04,,,,,,,,,,,,,
Singapore,2020.0,1.0,Dengue,35315.0,32.0,0.09,SGP,619.0,46.0,,0.01,0.0,52.0,,,,,,
Singapore,2021.0,,,,,,SGP,11795254.0,4684521.0,2201705.0,209.25,83.1,75745.0,,,,,,
Singapore,2022.0,,,,,,SGP,14727569.0,5114856.0,4440289.0,261.27,90.74,49707.0,,,,,,
Singapore,2023.0,,,,,,SGP,,5120969.0,,,90.85,,,,,,,
Sint Maarten (Dutch part),2021.0,,,,,,SXM,52304.0,25163.0,,118.36,56.94,424.0,,,,,,
Sint Maarten (Dutch part),2022.0,,,,,,SXM,65515.0,26658.0,9069.0,148.25,60.32,892.0,,,,,,
Sint Maarten (Dutch part),2023.0,,,,,,SXM,66829.0,26773.0,9146.0,151.22,60.58,9.0,,,,,,
Situation in Toronto,2021.0,,,,,,,,,,,,,0.0,Update 65,0.0,0.0,,0.0
Slovakia,2021.0,,,,,,SVK,5000849.0,2451335.0,121474.0,88.61,43.44,35902.0,,,,,,
Slovakia,2022.0,,,,,,SVK,5754313.0,2577827.0,684026.0,101.96,45.68,24678.0,,,,,,
Slovenia,2020.0,,,,,,SVN,11490.0,,,0.54,,1686.0,,,,,,
Slovenia,2021.0,,,,,,SVN,2761948.0,1188990.0,467389.0,130.29,56.09,19121.0,,,,,,
Slovenia,2022.0,,,,,,SVN,2996643.0,1222225.0,657967.0,141.36,57.66,8985.0,,,,,,
Solomon Islands,2021.0,,,,,,SLB,235918.0,55945.0,,32.57,7.72,2317.0,,,,,,
Solomon Islands,2022.0,,,,,,SLB,625956.0,254352.0,27783.0,86.43,35.12,11404.0,,,,,,
Somalia,2006.0,1.0,Rift Valley Fever,114.0,51.0,45.0,,,,,,,,,,,,,
Somalia,2017.0,1.0,Cholera,78000.0,1150.0,1.5,,,,,,,,,,,,,
Somalia,2021.0,,,,,,SOM,1504914.0,810010.0,,8.55,4.6,34098.0,,,,,,
Somalia,2022.0,,,,,,SOM,8520930.0,6324409.0,,48.42,35.94,111118.0,,,,,,
Somalia,2023.0,,,,,,SOM,10555834.0,7666835.0,28134.0,59.98,43.57,18673.0,,,,,,
South Africa,2003.0,1.0,SARS,1.0,1.0,100.0,,,,,,,,,,,,,
South Africa,2008.0,1.0,Cholera,12000.0,59.0,0.5,,,,,,,,,,,,,
South Africa,2009.0,1.0,H1N1 Influenza Pandemic,12640.0,93.0,0.74,,,,,,,,,,,,,
South Africa,2020.0,1.0,COVID-19,1057000.0,28500.0,2.7,,,,,,,,,,,,,
South Africa,2021.0,,,,,,ZAF,27903338.0,15833594.0,,46.59,26.44,241230.0,,,,,,
South Africa,2022.0,,,,,,ZAF,38050611.0,21038797.0,3877516.0,63.53,35.13,85634.0,,,,,,
South Africa,2023.0,,,,,,ZAF,41798812.0,21038797.0,4410601.0,69.79,35.13,26042.0,,,,,,
South America,2020.0,,,,,,OWID_SAM,52051.0,7.0,1.0,0.01,0.0,21499.0,,,,,,
South America,2021.0,,,,,,OWID_SAM,652118543.0,276222588.0,54921472.0,149.29,63.24,3607374.0,,,,,,
South America,2022.0,,,,,,OWID_SAM,944039435.0,335107415.0,244676881.0,216.12,76.72,2902137.0,,,,,,
South America,2023.0,,,,,,OWID_SAM,964730737.0,337117943.0,257239743.0,220.85,77.18,393353.0,,,,,,
South America,2024.0,,,,,,OWID_SAM,964991405.0,337117943.0,257493475.0,220.91,77.18,16962.0,,,,,,
South Korea,2003.0,1.0,SARS,3.0,0.0,0.0,,,,,,,,,,,,,
South Korea,2009.0,1.0,H1N1 Influenza Pandemic,107939.0,250.0,0.23,,,,,,,,,,,,,
South Korea,2015.0,1.0,MERS,186.0,38.0,20.4,,,,,,,,,,,,,
South Korea,2020.0,1.0,COVID-19,61800.0,917.0,1.5,,,,,,,,,,,,,
South Korea,2021.0,,,,,,KOR,103955630.0,42319015.0,18487659.0,200.63,81.67,881020.0,,,,,,
South Korea,2022.0,,,,,,KOR,129647782.0,44351863.0,41325954.0,250.21,85.6,545956.0,,,,,,
South Korea,2023.0,,,,,,KOR,,44372679.0,,,85.64,,,,,,,
South Sudan,2004.0,1.0,Ebola Virus Disease (Sudan),17.0,7.0,41.0,,,,,,,,,,,,,
South Sudan,2014.0,1.0,Cholera,20000.0,500.0,2.5,,,,,,,,,,,,,
South Sudan,2021.0,,,,,,SSD,268640.0,181577.0,,2.46,1.66,4779.0,,,,,,
South Sudan,2022.0,,,,,,SSD,2310167.0,2210238.0,,21.17,20.25,23530.0,,,,,,
South Sudan,2023.0,,,,,,SSD,4365547.0,4273253.0,513122.0,40.0,39.16,97376.0,,,,,,
Spain,2003.0,1.0,SARS,1.0,0.0,0.0,,,,,,,,,,,,,
Spain,2009.0,1.0,H1N1 Influenza Pandemic,1538.0,300.0,19.5,,,,,,,,,,,,,
Spain,2014.0,1.0,Ebola Virus Disease,1.0,0.0,0.0,,,,,,,,,,,,,
Spain,2020.0,1.0,COVID-19,1928000.0,50700.0,2.6,,,,,,,,,,,,,
Spain,2021.0,,,,,,ESP,83529796.0,37869504.0,13743032.0,175.64,79.63,670109.0,,,,,,
Spain,2022.0,,,,,,ESP,104186558.0,40719958.0,26389932.0,219.07,85.62,288995.0,,,,,,
Spain,2023.0,,,,,,ESP,105840320.0,40739123.0,26559282.0,222.55,85.66,46692.0,,,,,,
Sri Lanka,2017.0,1.0,Dengue,186101.0,440.0,0.24,,,,,,,,,,,,,
Sri Lanka,2021.0,,,,,,LKA,33841264.0,13843044.0,4006720.0,155.01,63.41,475620.0,,,,,,
Sri Lanka,2022.0,,,,,,LKA,40116590.0,14752827.0,8220002.0,183.75,67.57,127606.0,,,,,,
Sudan,2012.0,1.0,Yellow Fever,847.0,171.0,20.0,,,,,,,,,,,,,
Sudan,2021.0,,,,,,SDN,3276654.0,1234386.0,,6.99,2.63,33000.0,,,,,,
Sudan,2022.0,,,,,,SDN,13711970.0,8302878.0,922458.0,29.25,17.71,159116.0,,,,,,
Sudan,2023.0,,,,,,SDN,22598737.0,13416394.0,3891363.0,48.21,28.62,146536.0,,,,,,
Suriname,2015.0,1.0,Zika Virus,3000.0,0.0,0.0,,,,,,,,,,,,,
Suriname,2021.0,,,,,,SUR,489798.0,228253.0,,79.25,36.93,6238.0,,,,,,
Suriname,2022.0,,,,,,SUR,505699.0,237879.0,48889.0,81.82,38.49,397.0,,,,,,
Sweden,2003.0,1.0,SARS,5.0,0.0,0.0,,,,,,,,,,,,,
Sweden,2020.0,1.0,COVID-19,437000.0,9400.0,2.2,,,,,,,,,,,,,
Sweden,2021.0,,,,,,SWE,17617810.0,7256183.0,,167.0,68.78,110659.0,,,,,,
Sweden,2022.0,,,,,,SWE,25511046.0,7590411.0,9643313.0,241.83,71.95,78216.0,,,,,,
Sweden,2023.0,,,,,,SWE,28237824.0,7593676.0,9836355.0,267.67,71.98,69666.0,,,,,,
Sweden,2024.0,,,,,,SWE,28312817.0,,,268.38,,2799.0,,,,,,
Switzerland,2003.0,1.0,SARS,1.0,0.0,0.0,,,,,,,,,,,,,
Switzerland,2020.0,1.0,COVID-19,448000.0,7600.0,1.7,CHE,6382.0,,,0.07,,814.0,,,,,,
Switzerland,2021.0,,,,,,CHE,13846441.0,,2202913.0,158.42,,92595.0,,,,,,
Switzerland,2022.0,,,,,,CHE,16877061.0,,4838672.0,193.09,,70749.0,,,,,,
Switzerland,2023.0,,,,,,CHE,16940716.0,,4885838.0,193.82,,1837.0,,,,,,
Syria,2021.0,,,,,,SYR,1753522.0,781603.0,,7.93,3.53,90157.0,,,,,,
Syria,2022.0,,,,,,SYR,4940436.0,2226318.0,75881.0,22.33,10.06,90157.0,,,,,,
Syria,2023.0,,,,,,SYR,5090630.0,2358365.0,75881.0,23.01,10.66,1298.0,,,,,,
Taiwan,2003.0,1.0,SARS,346.0,73.0,21.1,,,,,,,,,,,,,
Taiwan,2021.0,,,,,,TWN,34872136.0,16159278.0,158706.0,145.95,67.63,397707.0,,,,,,
Taiwan,2022.0,,,,,,TWN,64721772.0,20627469.0,22264439.0,270.88,86.33,585216.0,,,,,,
Taiwan,2023.0,,,,,,TWN,68158988.0,20793089.0,25466659.0,285.26,87.02,54323.0,,,,,,
Tajikistan,2021.0,,,,,,TJK,6605225.0,2895535.0,,66.37,29.09,88171.0,,,,,,
Tajikistan,2022.0,,,,,,TJK,18871161.0,5170582.0,5200841.0,189.61,51.95,65092.0,,,,,,
Tajikistan,2023.0,,,,,,TJK,20568163.0,5191919.0,5322496.0,206.66,52.17,9091.0,,,,,,
Tanzania,2007.0,1.0,Rift Valley Fever,264.0,109.0,41.0,,,,,,,,,,,,,
Tanzania,2015.0,1.0,Cholera,33421.0,542.0,1.6,,,,,,,,,,,,,
Tanzania,2021.0,,,,,,TZA,2431769.0,1646261.0,,3.71,2.51,33284.0,,,,,,
Tanzania,2022.0,,,,,,TZA,35994687.0,29270881.0,7171363.0,54.96,44.69,263699.0,,,,,,
Tanzania,2023.0,,,,,,TZA,39392419.0,32165791.0,,60.14,49.11,68686.0,,,,,,
Thailand,2003.0,1.0,SARS,9.0,2.0,22.2,,,,,,,,,,,,,
Thailand,2004.0,1.0,H5N1 Avian Influenza,25.0,17.0,68.0,,,,,,,,,,,,,
Thailand,2009.0,1.0,H1N1 Influenza Pandemic,31902.0,249.0,0.78,,,,,,,,,,,,,
Thailand,2013.0,1.0,Dengue,150000.0,133.0,0.09,,,,,,,,,,,,,
Thailand,2015.0,2.0,"MERS,Dengue",144001.0,141.0,0.05,,,,,,,,,,,,,
Thailand,2021.0,,,,,,THA,105160269.0,46319204.0,7430561.0,146.67,64.6,846179.0,,,,,,
Thailand,2022.0,,,,,,THA,142635014.0,53486086.0,32143431.0,198.94,74.6,473154.0,,,,,,
Timor,2021.0,,,,,,TLS,1195990.0,533027.0,,89.17,39.74,11248.0,,,,,,
Timor,2022.0,,,,,,TLS,1984560.0,790466.0,315249.0,147.96,58.93,7358.0,,,,,,
Timor,2023.0,,,,,,TLS,2028798.0,801759.0,340201.0,151.26,59.77,898.0,,,,,,
Togo,2021.0,,,,,,TGO,2413619.0,1020872.0,,27.28,11.54,37978.0,,,,,,
Togo,2022.0,,,,,,TGO,3396543.0,1456018.0,427804.0,38.38,16.45,5901.0,,,,,,
Togo,2023.0,,,,,,TGO,3423181.0,1554066.0,427804.0,38.69,17.56,162.0,,,,,,
Tokelau,2021.0,,,,,,TKL,1936.0,968.0,,102.27,51.14,23.0,,,,,,
Tokelau,2022.0,,,,,,TKL,5374.0,2203.0,968.0,283.89,116.38,62.0,,,,,,
Tonga,2021.0,,,,,,TON,130236.0,56627.0,,121.87,52.99,2026.0,,,,,,
Tonga,2022.0,,,,,,TON,202604.0,77008.0,38331.0,189.59,72.06,2014.0,,,,,,
Tonga,2023.0,,,,,,TON,203208.0,77360.0,38506.0,190.15,72.39,12.0,,,,,,
Trinidad and Tobago,2021.0,,,,,,TTO,1408384.0,668717.0,76184.0,91.99,43.68,17908.0,,,,,,
Trinidad and Tobago,2022.0,,,,,,TTO,1580898.0,716898.0,168619.0,103.26,46.82,3661.0,,,,,,
Tunisia,2013.0,1.0,MERS,3.0,1.0,33.0,,,,,,,,,,,,,
Tunisia,2021.0,,,,,,TUN,12156566.0,5921997.0,856236.0,98.39,47.93,167388.0,,,,,,
Tunisia,2022.0,,,,,,TUN,13172572.0,6392574.0,1254078.0,106.61,51.74,60481.0,,,,,,
Tunisia,2023.0,,,,,,TUN,13253317.0,6401841.0,1258577.0,107.26,51.81,4904.0,,,,,,
Turkey,2006.0,1.0,H5N1 Avian Influenza,12.0,4.0,33.3,,,,,,,,,,,,,
Turkey,2009.0,1.0,H1N1 Influenza Pandemic,12316.0,656.0,5.33,,,,,,,,,,,,,
Turkey,2014.0,1.0,MERS,1.0,0.0,0.0,,,,,,,,,,,,,
Turkey,2020.0,1.0,COVID-19,2194000.0,20400.0,0.9,,,,,,,,,,,,,
Turkey,2021.0,,,,,,TUR,131646005.0,51604894.0,23126843.0,154.26,60.47,1264431.0,,,,,,
Turkey,2022.0,,,,,,TUR,152543341.0,53176961.0,41425329.0,178.75,62.31,581065.0,,,,,,
Turkmenistan,2021.0,,,,,,TKM,51746.0,19506.0,,0.8,0.3,19106.0,,,,,,
Turkmenistan,2022.0,,,,,,TKM,8286809.0,2920000.0,434817.0,128.86,45.41,75456.0,,,,,,
Turkmenistan,2023.0,,,,,,TKM,16775970.0,4568901.0,3816400.0,260.87,71.05,75456.0,,,,,,
Turks and Caicos Islands,2021.0,,,,,,TCA,56343.0,27133.0,,123.22,59.34,517.0,,,,,,
Turks and Caicos Islands,2022.0,,,,,,TCA,72837.0,30288.0,7272.0,159.29,66.24,122.0,,,,,,
Turks and Caicos Islands,2023.0,,,,,,TCA,73907.0,30710.0,7443.0,161.63,67.16,7.0,,,,,,
Tuvalu,2021.0,,,,,,TUV,12114.0,5884.0,,106.87,51.91,240.0,,,,,,
Tuvalu,2022.0,,,,,,TUV,25591.0,9322.0,5528.0,225.77,82.24,220.0,,,,,,
Tuvalu,2023.0,,,,,,TUV,26783.0,9505.0,5745.0,236.29,83.86,8.0,,,,,,
UAE,2013.0,1.0,MERS,94.0,12.0,13.0,,,,,,,,,,,,,
Uganda,2000.0,1.0,Ebola Virus Disease (Sudan),425.0,224.0,53.0,,,,,,,,,,,,,
Uganda,2007.0,1.0,Ebola Virus Disease (Bundibugyo),149.0,37.0,25.0,,,,,,,,,,,,,
Uganda,2012.0,2.0,"Ebola Virus Disease (Sudan),Marburg Virus Disease",54.0,36.0,66.5,,,,,,,,,,,,,
Uganda,2021.0,,,,,,UGA,9763030.0,1408222.0,,20.66,2.98,177260.0,,,,,,
Uganda,2022.0,,,,,,UGA,26299538.0,12961901.0,453508.0,55.66,27.43,294514.0,,,,,,
Uganda,2023.0,,,,,,UGA,26406936.0,13061126.0,764664.0,55.89,27.64,1918.0,,,,,,
Uganda,2025.0,,,,,,,,,,,,,1.0,Sudan virus disease,0.0,0.0,41.0,1.0
Ukraine,2017.0,1.0,Measles,115000.0,41.0,0.04,,,,,,,,,,,,,
Ukraine,2020.0,1.0,COVID-19,1069000.0,18700.0,1.7,,,,,,,,,,,,,
Ukraine,2021.0,,,,,,UKR,28457565.0,13755421.0,9515.0,71.68,34.65,255007.0,,,,,,
Ukraine,2022.0,,,,,,UKR,31668577.0,15153577.0,741197.0,79.77,38.17,78862.0,,,,,,
Ukraine,2023.0,,,,,,UKR,35735488.0,15741036.0,3294979.0,90.01,39.65,6125.0,,,,,,
United Arab Emirates,2021.0,,,,,,ARE,22406584.0,9059559.0,3456677.0,237.33,95.96,155312.0,,,,,,
United Arab Emirates,2022.0,,,,,,ARE,24922054.0,9792266.0,5138699.0,263.97,103.72,37737.0,,,,,,
United Kingdom,2003.0,1.0,SARS,4.0,0.0,0.0,,,,,,,,,,,,,
United Kingdom,2009.0,1.0,H1N1 Influenza Pandemic,28456.0,474.0,1.66,,,,,,,,,,,,,
United Kingdom,2012.0,1.0,MERS,5.0,3.0,60.0,,,,,,,,,,,,,
United Kingdom,2014.0,1.0,Ebola Virus Disease,1.0,0.0,0.0,,,,,,,,,,,,,
United Kingdom,2020.0,1.0,COVID-19,2496000.0,74100.0,3.0,,,,,,,,,,,,,
United Kingdom,2021.0,,,,,,GBR,133312817.0,47434251.0,34091798.0,197.47,70.26,970350.0,,,,,,
United Kingdom,2022.0,,,,,,GBR,151248820.0,50762968.0,40373987.0,224.04,75.19,292772.0,,,,,,
United States,2003.0,1.0,SARS,27.0,0.0,0.0,,,,,,,,,,,,,
United States,2009.0,1.0,H1N1 Influenza Pandemic,113690.0,3433.0,0.02,,,,,,,,,,,,,
United States,2014.0,2.0,"MERS,Ebola Virus Disease",6.0,1.0,12.5,,,,,,,,,,,,,
United States,2020.0,1.0,COVID-19,20100000.0,346000.0,1.7,USA,5716312.0,47241.0,,1.72,0.01,407933.0,,,,,,
United States,2021.0,,,,,,USA,521797692.0,210360591.0,77816104.0,157.16,63.36,3508126.0,,,,,,
United States,2022.0,,,,,,USA,666952241.0,229580638.0,133062763.0,200.88,69.15,1263819.0,,,,,,
United States,2023.0,,,,,,USA,676728782.0,230637348.0,,203.83,69.47,193697.0,,,,,,
Update 3,2021.0,,,,,,,,,,,,,0.0,Cholera in Iraq,0.0,0.0,,0.0
Upper middle income,2020.0,,,,,,OWID_UMC,4625064.0,7.0,1.0,0.18,0.0,282813.0,,,,,,
Upper middle income,2021.0,,,,,,OWID_UMC,4204374861.0,1805301210.0,214678706.0,166.45,71.47,27328266.0,,,,,,
Upper middle income,2022.0,,,,,,OWID_UMC,5376533836.0,1982736296.0,1234744411.0,212.85,78.5,14976138.0,,,,,,
Upper middle income,2023.0,,,,,,OWID_UMC,5449333877.0,1990631025.0,1265701862.0,215.74,78.81,1437627.0,,,,,,
Upper middle income,2024.0,,,,,,OWID_UMC,5449980941.0,1990653301.0,1265984687.0,215.76,78.81,19048.0,,,,,,
Uruguay,2021.0,,,,,,URY,6988225.0,2684624.0,1538945.0,204.17,78.43,49542.0,,,,,,
Uruguay,2022.0,,,,,,URY,8785446.0,2902231.0,2872790.0,256.67,84.79,22107.0,,,,,,
Uruguay,2023.0,,,,,,URY,9036273.0,2903089.0,3122733.0,264.0,84.82,26479.0,,,,,,
Uzbekistan,2021.0,,,,,,UZB,39036802.0,11102403.0,,112.73,32.06,426314.0,,,,,,
Uzbekistan,2022.0,,,,,,UZB,71888007.0,17707137.0,14721017.0,207.6,51.14,172002.0,,,,,,
Uzbekistan,2023.0,,,,,,UZB,83937954.0,18451781.0,16413048.0,242.4,53.29,66469.0,,,,,,
Vanuatu,2021.0,,,,,,VUT,152711.0,50403.0,,46.74,15.43,1977.0,,,,,,
Vanuatu,2022.0,,,,,,VUT,293584.0,131697.0,16996.0,89.85,40.31,8843.0,,,,,,
Vanuatu,2023.0,,,,,,VUT,366638.0,162250.0,27697.0,112.21,49.66,696.0,,,,,,
Venezuela,2015.0,1.0,Zika Virus,65000.0,0.0,,,,,,,,,,,,,,
Venezuela,2021.0,,,,,,VEN,30049714.0,11608305.0,,106.18,41.02,466473.0,,,,,,
Venezuela,2022.0,,,,,,VEN,37860994.0,14966671.0,651502.0,133.78,52.88,229940.0,,,,,,
Vietnam,2003.0,2.0,"SARS,H5N1 Avian Influenza",190.0,69.0,29.15,,,,,,,,,,,,,
Vietnam,2017.0,1.0,Dengue,183000.0,32.0,0.02,,,,,,,,,,,,,
Vietnam,2019.0,1.0,Dengue,320000.0,50.0,0.02,,,,,,,,,,,,,
Vietnam,2021.0,,,,,,VNM,150935915.0,68435813.0,,153.72,69.7,1675471.0,,,,,,
Vietnam,2022.0,,,,,,VNM,265336568.0,85705657.0,57435666.0,270.24,87.29,1147290.0,,,,,,
Vietnam,2023.0,,,,,,VNM,266492149.0,85961564.0,57975220.0,271.41,87.55,18781.0,,,,,,
Wales,2021.0,,,,,,OWID_WLS,6483034.0,2303258.0,1689185.0,204.51,72.66,61187.0,,,,,,
Wales,2022.0,,,,,,OWID_WLS,8571119.0,2471750.0,4001039.0,270.38,77.97,25260.0,,,,,,
Wales,2023.0,,,,,,OWID_WLS,8932482.0,2477109.0,4064651.0,281.78,78.14,5737.0,,,,,,
Wallis and Futuna,2021.0,,,,,,WLF,11939.0,5923.0,,102.96,51.08,343.0,,,,,,
Wallis and Futuna,2022.0,,,,,,WLF,17959.0,6794.0,3742.0,154.87,58.59,432.0,,,,,,
Wallis and Futuna,2023.0,,,,,,WLF,18058.0,6803.0,3766.0,155.73,58.67,1.0,,,,,,
West Africa,2014.0,,,,,,,,,,,,,0.0,Ebola virus disease update,0.0,45.0,,0.0
West Africa (Nigeria/Niger),2009.0,1.0,Meningococcal Meningitis,80000.0,5000.0,6.3,,,,,,,,,,,,,
World,2020.0,,,,,,OWID_WRL,11879999.0,47384.0,1.0,0.15,0.0,895090.0,,,,,,
World,2021.0,,,,,,OWID_WRL,9178232402.0,3879378976.0,536090135.0,115.09,48.64,43691814.0,,,,,,
World,2022.0,,,,,,OWID_WRL,13168449905.0,5044053377.0,2672754566.0,165.12,63.25,35151831.0,,,,,,
World,2023.0,,,,,,OWID_WRL,13575762689.0,5177907088.0,2814761711.0,170.23,64.93,4456190.0,,,,,,
World,2024.0,,,,,,OWID_WRL,13578774356.0,5177942957.0,2817381093.0,170.26,64.93,39220.0,,,,,,
Yemen,2000.0,1.0,Rift Valley Fever,1087.0,121.0,11.0,,,,,,,,,,,,,
Yemen,2016.0,1.0,Cholera,2510806.0,3981.0,0.16,,,,,,,,,,,,,
Yemen,2021.0,,,,,,YEM,547019.0,215241.0,,1.62,0.64,10240.0,,,,,,
Yemen,2022.0,,,,,,YEM,1238962.0,757050.0,59240.0,3.68,2.25,5969.0,,,,,,
Yemen,2023.0,,,,,,YEM,1298654.0,807057.0,68925.0,3.85,2.4,1077.0,,,,,,
Zambia,2017.0,1.0,Cholera,5905.0,116.0,2.0,,,,,,,,,,,,,
Zambia,2021.0,,,,,,ZMB,1730165.0,1217415.0,,8.64,6.08,28490.0,,,,,,
Zambia,2022.0,,,,,,ZMB,12583850.0,8555745.0,33684.0,62.86,42.74,180289.0,,,,,,
Zambia,2023.0,,,,,,ZMB,13454213.0,9213802.0,,67.21,46.03,9737.0,,,,,,
Zimbabwe,2008.0,1.0,Cholera,98585.0,4287.0,4.3,,,,,,,,,,,,,
Zimbabwe,2018.0,1.0,Cholera,10730.0,69.0,0.64,,,,,,,,,,,,,
Zimbabwe,2021.0,,,,,,ZWE,7264791.0,3135168.0,5245.0,44.51,19.21,75000.0,,,,,,
Zimbabwe,2022.0,,,,,,ZWE,12222754.0,4751270.0,1033676.0,74.89,29.11,121347.0,,,,,,
country outbreak Update 37,2021.0,,,,,,,,,,,,,0.0,Severe Acute Respiratory Syndrome (SARS) Multi,0.0,0.0,,0.0
derived poliovirus type 2 - Democratic Republic of the Congo,2019.0,,,,,,,,,,,,,1.0,Circulating vaccine,0.0,0.0,,0.0
situation in China – update 51,2005.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
situation in China – update 7,2006.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
situation in Egypt,2006.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
situation in Egypt - update 4,2007.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
situation in Egypt - update 4,2009.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
situation in Indonesia,2010.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
situation in Indonesia – update,2012.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
situation in Indonesia – update 7,2007.0,,,,,,,,,,,,,0.0,Avian influenza,0.0,0.0,,0.0
update,2012.0,,,,,,,,,,,,,0.0,Ebola outbreak in Democratic Republic of Congo,52.0,0.0,,0.0
update,2013.0,,,,,,,,,,,,,0.0,"Human infection with avian influenza A(H7N9) virus,Polio in the Syrian Arab Republic",17.0,0.0,,0.0
update,2014.0,,,,,,,,,,,,,0.0,Human infection with avian influenza A(H7N9) virus,0.0,0.0,,0.0
update 16: Situation in Viet Nam,2004.0,,,,,,,,,,,,,0.0,Avian influenza A(H5N1),0.0,0.0,,0.0
update 3,2004.0,,,,,,,,,,,,,0.0,China reports additional SARS case,0.0,0.0,,0.0
update 4,2004.0,,,,,,,,,,,,,0.0,China confirms SARS infection in two previously reported cases,0.0,0.0,,0.0
update 55,2021.0,,,,,,,,,,,,,0.0,Influenza A(H1N1),0.0,0.0,,0.0
